Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,threshold
Gm11639,15.728483408304513,9.35585396022983,3.601143923960637,7.568698774546718e-5,9.065765678671968e-4,TRUE
Gm6136,11.629266048783014,9.355186151076497,4.804650513575923,0.0016590642102157006,0.011188514652164203,TRUE
4933417G07Rik,11.629266048783014,9.355186151076497,4.804650513575923,0.0016590642102157006,0.011188514652164203,TRUE
Gm21032,11.629266048783014,9.355186151076497,4.804650513575923,0.0016590642102157006,0.011188514652164203,TRUE
Gm45247,11.629266048783014,9.355186151076497,4.804650513575923,0.0016590642102157006,0.011188514652164203,TRUE
Gm45422,11.629266048783014,9.355186151076497,4.804650513575923,0.0016590642102157006,0.011188514652164203,TRUE
Gm8963,11.629266048783014,9.355186151076497,4.804650513575923,0.0016590642102157006,0.011188514652164203,TRUE
Gm49403,11.629266048783014,9.355186151076497,4.804650513575923,0.0016590642102157006,0.011188514652164203,TRUE
Gng3,15.745221377609358,9.353216808853727,3.5979692843232995,7.539438938414764e-5,9.03998060610644e-4,TRUE
Gm3320,16.461709086701354,9.352614208468827,3.5972389180956488,7.501971879229276e-5,9.008916513007688e-4,TRUE
Gata5,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Rxrg,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Dgkg,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Dmrt1,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Odf3,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Lhx3,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Gp9,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Art2b,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Hsd17b2,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Bmp5,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Tmem275,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Erv3,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Amer3,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Naa11,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
1110032F04Rik,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Lgsn,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Cd177,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Dsg3,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Fam217b,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Wfdc8,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Nalf2,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Serpina3j,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Vmn2r100,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
Gm2792,17.85917987055834,9.340706534063658,3.7683220404507396,1.4039213209919162e-4,0.0014968118744237114,TRUE
St8sia1,63.44876380451423,9.3364858495517,1.8874054250572372,1.976301846302463e-7,7.171305996330079e-6,TRUE
Gm48054,2047.3771750666651,9.32866961781711,1.4214907898332356,1.3926050177270644e-11,3.256049791947649e-9,TRUE
Gm18968,15.006602277016203,9.32339836532023,3.6290341313021837,8.989556329146795e-5,0.0010328492212863941,TRUE
Gm44845,274.7554607612772,9.322890863500781,1.09832275613471,4.3998993476407955e-18,7.34814618908496e-15,TRUE
Mapt,64.06006957887148,9.321437654694959,1.7865360045630145,5.98242733696301e-8,2.7643307028761287e-6,TRUE
Snca,15.023340246321048,9.321103295797649,3.6258825521477362,8.952852223712933e-5,0.0010296440621870735,TRUE
Sytl3,62.41511602278619,9.318749727709072,1.794620015404611,6.683105902531113e-8,2.987718912181261e-6,TRUE
Rab3c,129.01061762032666,9.318709771166398,1.4127250419589326,1.8629389030530988e-11,4.033090230767083e-9,TRUE
Rgs7,15.848591179441252,9.316284262734024,3.5917768443754476,7.929479543980733e-5,9.377802793010295e-4,TRUE
Spi1,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Sgk2,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Prph2,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Wnt16,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Cntn3,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Or6b1,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Foxb1,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
H2-Eb2,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Gm13498,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Spata31d1b,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Lrit3,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Or2f2,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Or5p72,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Or8g2,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Gm28624,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Gm18290,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Hspd1-ps2,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Gm47145,17.13729873927003,9.303713974887918,3.7994713554343207,1.6604933688242003e-4,0.001714083684612743,TRUE
Bin2,15.075025147236996,9.303023385474841,3.615997991340171,8.927815699735939e-5,0.0010272699747811318,TRUE
Ifi203-ps,13.625869462464063,9.295479368898151,3.4987282143049887,5.8255012379389205e-5,7.307191225549887e-4,TRUE
Tuba3a,14.284721145727893,9.287735201227001,3.6602136811509847,1.0782801258203921e-4,0.001205703855657895,TRUE
Gm8257,14.612884625571027,9.275840796378244,3.4449819249710774,4.846998190263769e-5,6.29248554617197e-4,TRUE
Glra1,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Pou4f3,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Bmp2,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Tceal6,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Sox10,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
Or4e2,16.41541760798172,9.262868643781667,3.8338829271393178,1.979673308895963e-4,0.001993716345467997,TRUE
